customer_index,age,job,marital,education,xac_suat_dong_y
39145,53,technician,married,high.school,0.8532173006640393
40277,74,retired,divorced,basic.4y,0.8531041706124556
38148,61,retired,married,high.school,0.8529759648425501
24050,33,entrepreneur,married,university.degree,0.8528841556009789
39472,74,retired,divorced,basic.4y,0.8524932670716855
38635,71,retired,married,professional.course,0.8523221230087609
27884,32,technician,divorced,professional.course,0.8522810211388122
40681,65,technician,married,professional.course,0.8519816913098532
41119,36,blue-collar,single,basic.6y,0.8518860769224772
39191,27,student,single,high.school,0.8517385156868831
40659,46,services,married,university.degree,0.8514342511065499
38692,57,admin.,married,high.school,0.8512741193069026
37633,41,admin.,single,high.school,0.8509364735546288
27785,39,admin.,single,high.school,0.850856211521273
41092,31,admin.,single,university.degree,0.8489995030280384
36580,25,unemployed,married,high.school,0.8484919103942267
27924,28,admin.,single,high.school,0.8484247552914538
27919,28,admin.,single,high.school,0.8484247552914538
30234,51,technician,married,professional.course,0.848407657805503
30232,51,technician,married,professional.course,0.848407657805503
27826,95,retired,divorced,basic.6y,0.8475510843752597
36576,21,student,single,high.school,0.8470196665874715
40037,33,admin.,single,university.degree,0.8470077217750972
36554,30,admin.,single,university.degree,0.846732622735582
39781,37,admin.,single,university.degree,0.8465521219402183
39050,56,admin.,divorced,unknown,0.8464581461374856
39358,26,admin.,single,university.degree,0.8460856886240145
39386,64,retired,married,basic.4y,0.8455911544770371
39530,37,admin.,married,high.school,0.8454378391862503
37358,56,retired,married,high.school,0.8453377218024944
37298,21,admin.,single,university.degree,0.8446413733402389
40394,41,admin.,divorced,high.school,0.8437559781319872
39547,31,self-employed,single,university.degree,0.8435179096464209
30137,39,technician,married,professional.course,0.8432283055872462
39477,85,housemaid,married,basic.4y,0.8431346119424066
40812,32,technician,married,high.school,0.8429676441190892
39032,81,retired,divorced,basic.4y,0.842954198304265
38577,82,retired,single,basic.4y,0.8422476035847233
30148,30,admin.,single,university.degree,0.8419386221114671
30325,30,admin.,single,university.degree,0.8419386221114671
27890,31,admin.,married,university.degree,0.8418510149817062
39259,27,services,single,university.degree,0.8417891941463758
39022,51,unemployed,divorced,high.school,0.8406525986392264
27784,32,management,single,university.degree,0.8405548148459847
39219,29,blue-collar,single,professional.course,0.8403860109371004
39418,58,housemaid,single,professional.course,0.8391096356223874
38569,69,retired,married,basic.4y,0.8388212926870282
27737,41,services,married,high.school,0.8386016403960537
24056,36,self-employed,single,university.degree,0.8385609224142785
27748,38,technician,married,professional.course,0.8384153780657836
27830,28,self-employed,single,university.degree,0.8370992778743431
27731,36,admin.,married,high.school,0.8360890777571803
36618,35,admin.,married,university.degree,0.8359525613671016
39879,29,admin.,married,high.school,0.8359199319442621
39311,47,services,single,unknown,0.8354107591924502
39432,48,admin.,married,professional.course,0.8353080625563872
36696,33,admin.,single,university.degree,0.8348524345352232
37792,51,admin.,divorced,high.school,0.8347920119810651
37154,32,services,single,high.school,0.8345378840742893
38588,60,retired,married,basic.4y,0.8343825029978226
36661,32,admin.,single,university.degree,0.8343624595471459
37516,21,student,single,high.school,0.8342126410548465
39137,30,blue-collar,married,high.school,0.8328768787945019
40802,30,housemaid,single,university.degree,0.8327883778647839
40648,26,admin.,single,university.degree,0.8327232517838908
40550,34,blue-collar,married,basic.9y,0.832523287750698
39544,29,services,single,unknown,0.8324641281299094
39679,33,technician,married,professional.course,0.8320362410949265
41168,38,entrepreneur,married,university.degree,0.8312544884793105
27790,38,technician,married,university.degree,0.8310871425384508
37769,74,retired,married,basic.4y,0.8309567240339416
37083,26,admin.,single,university.degree,0.8301425309830424
27850,21,student,single,high.school,0.8299794970220177
30399,53,technician,married,professional.course,0.8298181642437182
29970,64,retired,married,university.degree,0.8294232362863769
37409,56,admin.,married,basic.9y,0.8293231275641668
27928,30,blue-collar,single,university.degree,0.8287336720696622
36677,21,student,single,university.degree,0.8287057387458949
40606,30,technician,single,professional.course,0.8277722078673168
27851,77,retired,divorced,unknown,0.8270338477337796
37907,39,entrepreneur,married,basic.6y,0.8268077199351512
36282,24,blue-collar,single,basic.9y,0.8265976963371962
27834,37,unemployed,single,university.degree,0.8265597272697593
40798,42,admin.,single,high.school,0.825353920664779
39926,43,management,married,university.degree,0.825234786159475
36602,30,admin.,single,university.degree,0.8250770600614291
37376,57,management,married,university.degree,0.8249585518239106
28645,64,retired,married,basic.6y,0.8248963717084975
36405,34,technician,married,university.degree,0.8247836848603275
38025,27,admin.,single,university.degree,0.8244588986276474
39689,33,admin.,married,university.degree,0.8244375517749618
38832,18,student,single,high.school,0.8232942527892062
39238,31,technician,married,university.degree,0.8229220527429448
24039,32,admin.,married,university.degree,0.8225374419174867
37355,80,retired,married,illiterate,0.8219349881889735
39360,78,retired,married,basic.4y,0.8216331105737072
40335,62,retired,married,basic.4y,0.8215450752762368
39546,61,retired,married,basic.9y,0.821092272591076
37292,31,admin.,married,high.school,0.820886751901992
30169,40,admin.,married,high.school,0.8207019155693999
30166,40,admin.,married,high.school,0.8207019155693999
37643,61,retired,married,university.degree,0.8204575972363635
38541,24,student,single,high.school,0.8201672739455388
39849,21,student,single,high.school,0.8199516462756553
27783,33,technician,married,university.degree,0.8199307197633279
36549,24,services,single,high.school,0.8197753755243565
39853,39,technician,married,university.degree,0.8197369516195759
39506,25,admin.,single,university.degree,0.8194673445040749
39743,49,technician,married,university.degree,0.8193754010764933
40649,39,entrepreneur,married,university.degree,0.819077905891402
39125,51,blue-collar,married,professional.course,0.8189968152577168
39502,63,housemaid,married,basic.9y,0.8186824565685552
40453,22,technician,single,professional.course,0.8185904544552955
27939,28,admin.,single,high.school,0.8185098105727868
27943,28,admin.,single,high.school,0.8185098105727868
38924,78,retired,married,professional.course,0.8184308076365476
39449,36,admin.,single,basic.9y,0.8177921936501659
39957,53,management,divorced,university.degree,0.8176158035031438
36567,26,admin.,single,university.degree,0.8173292806382522
38010,30,self-employed,single,university.degree,0.8173252972251693
36844,22,student,single,unknown,0.8167945838155768
39902,27,technician,single,professional.course,0.8166105892563627
27787,38,technician,married,university.degree,0.8164671088518043
37338,52,management,married,high.school,0.8161149018897293
41088,18,student,single,basic.4y,0.8158882603651126
38344,49,admin.,single,high.school,0.8149290637644248
40165,23,blue-collar,single,basic.9y,0.8149262425301645
27777,32,management,single,university.degree,0.8137385382285872
30197,34,admin.,married,university.degree,0.8134885580696217
40872,32,technician,married,professional.course,0.813356472477288
36950,45,admin.,married,university.degree,0.8131305270564553
36949,45,admin.,married,university.degree,0.8131305270564553
37227,70,retired,married,basic.4y,0.8126986605531544
41091,31,admin.,single,university.degree,0.8121117784116381
30563,39,blue-collar,single,basic.9y,0.81188862908922
38987,50,technician,married,high.school,0.8117016743536773
41146,41,admin.,married,university.degree,0.8115582601516607
24009,48,admin.,married,high.school,0.8112049306331042
39500,43,admin.,divorced,university.degree,0.8110438595498216
40870,35,technician,married,professional.course,0.8105475945966494
39795,76,housemaid,married,basic.4y,0.8105059457817804
38935,28,technician,single,professional.course,0.8104923126261551
27755,32,admin.,married,high.school,0.8104081009196239
37100,30,student,single,university.degree,0.8102353807945728
39126,31,student,married,high.school,0.8094368345595937
40692,38,services,single,high.school,0.8085300693277856
27891,46,admin.,married,university.degree,0.8083808227076622
39281,34,technician,married,professional.course,0.8080187825710348
39082,23,student,single,basic.9y,0.8079115363216386
37163,37,technician,married,professional.course,0.8078712806516427
27711,26,student,single,basic.9y,0.80762404440333
36702,28,student,single,high.school,0.8071263195911337
37382,27,admin.,single,university.degree,0.807116599795404
39100,63,retired,married,professional.course,0.8065905252851838
38896,34,housemaid,single,basic.4y,0.8060994557922544
36837,30,technician,married,university.degree,0.8057005264282199
40475,41,admin.,married,university.degree,0.8047853923024516
39116,43,blue-collar,married,basic.9y,0.804643304762894
37065,32,admin.,single,professional.course,0.8044442396534295
38991,36,technician,single,professional.course,0.8036437669262625
39897,62,retired,divorced,high.school,0.8017919346389678
39155,38,blue-collar,single,high.school,0.8005933739511555
30134,60,admin.,married,professional.course,0.800584640273334
39914,36,admin.,single,university.degree,0.8005363223755174
36265,32,technician,single,university.degree,0.8000849592461894
38439,25,services,single,high.school,0.7999962182171819
27770,41,technician,single,professional.course,0.7999514357861311
39119,32,admin.,single,university.degree,0.7995180893000182
40081,72,retired,married,basic.4y,0.7994623549584878
30200,41,admin.,single,university.degree,0.7990376534589589
38327,22,student,single,high.school,0.7990093083050356
29990,78,retired,married,basic.4y,0.798067458946754
38961,54,unemployed,married,high.school,0.7979548618523168
28489,26,unemployed,single,university.degree,0.7968449055776144
39554,52,admin.,married,university.degree,0.7968347235923808
38433,25,services,single,high.school,0.7967741331824882
38188,43,management,single,university.degree,0.7966511096836261
24037,46,admin.,divorced,university.degree,0.796563070449041
37441,28,student,single,high.school,0.7963047765430135
36423,23,student,single,high.school,0.7961989575800562
36493,20,student,single,unknown,0.7961337512187694
38544,31,admin.,married,high.school,0.7960887017419601
40076,73,retired,divorced,professional.course,0.7959062186698175
40838,32,admin.,married,high.school,0.7956149198020711
37429,28,admin.,single,university.degree,0.7954687657347147
27925,25,admin.,married,university.degree,0.7954505996201844
39885,43,blue-collar,married,professional.course,0.7950196112352715
24034,58,retired,married,university.degree,0.794916671850785
40060,75,retired,married,university.degree,0.7945355673578193
38643,79,retired,married,basic.4y,0.7942873785351113
27840,30,admin.,married,university.degree,0.7941657387713685
30240,49,admin.,married,high.school,0.7941103052395886
28773,70,retired,married,unknown,0.7937220091059511
36644,33,admin.,single,university.degree,0.7935857565908522
39107,30,student,single,university.degree,0.7935773999948398
38475,33,admin.,single,high.school,0.7934792351106214
38549,75,retired,divorced,basic.4y,0.7933786221421599
39060,24,student,single,high.school,0.7932629709010314
38909,83,retired,divorced,basic.4y,0.792785983546947
36300,45,unemployed,married,basic.9y,0.7926092358671509
38723,28,admin.,married,high.school,0.7925492420677809
40424,27,admin.,single,university.degree,0.7924083009272123
39133,78,retired,divorced,professional.course,0.7922891060231596
38565,48,technician,married,high.school,0.7920967447723067
30400,32,admin.,single,high.school,0.7917016647201561
38714,71,retired,married,basic.4y,0.7913846775704775
36721,36,technician,single,professional.course,0.7912913463859097
28573,21,admin.,single,high.school,0.7912203242244026
38346,28,admin.,single,university.degree,0.7911462458165169
27701,28,technician,single,university.degree,0.7908675208828819
38725,49,management,married,university.degree,0.790594125803343
36746,22,blue-collar,single,basic.9y,0.7903366810927649
24011,30,admin.,single,university.degree,0.7898519213035188
30141,28,admin.,single,high.school,0.7892092564109467
36515,29,admin.,divorced,university.degree,0.7885093517431383
36688,37,student,single,unknown,0.7884895356693993
36266,57,blue-collar,divorced,basic.4y,0.7881047406665604
40585,39,management,married,university.degree,0.7875643423576898
36417,27,admin.,single,university.degree,0.7873059626507757
36705,25,technician,single,basic.9y,0.7869511543485848
27796,30,student,single,basic.4y,0.7866705977661337
30241,81,retired,married,professional.course,0.7866627893730949
36269,45,blue-collar,married,basic.9y,0.7866622805623364
40651,86,retired,married,basic.4y,0.7860910897000164
27883,32,technician,divorced,professional.course,0.785491362376695
37509,74,retired,married,professional.course,0.7854443727793398
27696,28,technician,single,university.degree,0.784977826878893
30214,83,retired,married,basic.4y,0.7848277735317812
28725,69,retired,married,unknown,0.7844897019419974
36795,30,admin.,married,high.school,0.7837844710405281
40097,35,technician,single,professional.course,0.7837495230933225
30358,28,admin.,married,university.degree,0.7834069812950013
40185,32,management,single,university.degree,0.7824340319935846
30393,30,admin.,married,university.degree,0.7818170505746539
40116,22,services,single,professional.course,0.7818037399018293
30226,49,admin.,single,university.degree,0.7816376580446079
40029,55,admin.,married,university.degree,0.7812808408545788
30185,40,admin.,married,university.degree,0.7809504510116573
27722,42,entrepreneur,married,basic.9y,0.7801187034133069
36489,36,admin.,married,university.degree,0.779803357843206
40717,30,technician,single,professional.course,0.7795903950837811
38679,69,retired,married,basic.6y,0.7794743686720805
38462,34,admin.,married,university.degree,0.7793919547191791
39277,31,admin.,married,professional.course,0.7793800713717428
30199,53,technician,married,university.degree,0.7779023939371333
30422,42,services,married,high.school,0.7778531507299918
38558,34,admin.,married,university.degree,0.7776283423092005
39020,64,housemaid,married,basic.4y,0.7775449874907956
38893,48,management,married,university.degree,0.7774751831264969
30305,31,admin.,single,university.degree,0.7771392044395796
37454,74,retired,married,professional.course,0.7768510699675297
38590,39,technician,single,university.degree,0.7766814030506519
36506,31,services,married,high.school,0.7765052423097767
27936,60,admin.,married,university.degree,0.7760086520183842
40248,29,admin.,single,university.degree,0.7757470015158725
40440,58,technician,married,basic.9y,0.7748040663159782
27704,44,blue-collar,single,professional.course,0.774214292743955
36563,69,entrepreneur,married,high.school,0.7741091595686835
39000,38,technician,single,university.degree,0.7740392003568073
27864,24,admin.,single,high.school,0.7739911147355893
36608,36,management,married,university.degree,0.7731642246681961
36276,49,management,married,university.degree,0.772921674011583
36463,33,admin.,single,university.degree,0.7728214994975411
38531,32,admin.,single,university.degree,0.772576294825263
37545,70,retired,married,professional.course,0.7712481407539415
36226,32,technician,married,professional.course,0.7711132306412786
27873,31,admin.,divorced,university.degree,0.7694197709362
39945,53,housemaid,married,high.school,0.7693734037472065
28220,72,retired,married,basic.4y,0.7693268792089623
30216,34,admin.,married,university.degree,0.7693138218482902
37526,36,technician,married,professional.course,0.7686560709413526
39307,26,admin.,married,unknown,0.768545722998248
38902,32,management,married,university.degree,0.7680151111893072
38083,53,technician,married,professional.course,0.7678765415582613
30397,24,admin.,single,university.degree,0.7675565084313074
39423,37,technician,married,professional.course,0.7673687993102815
37435,29,blue-collar,single,high.school,0.7669338371894887
40016,27,admin.,single,high.school,0.7668080489892308
38516,32,technician,single,university.degree,0.7666581955137259
38093,49,unemployed,married,high.school,0.7663781001745523
27899,36,management,married,university.degree,0.766374718966501
37056,20,student,single,high.school,0.7660940901278114
36442,47,management,married,basic.9y,0.7655243360746604
39967,68,retired,married,basic.4y,0.7654430802860943
30219,38,self-employed,married,professional.course,0.765141635086868
36838,29,admin.,single,high.school,0.7645906000242085
39232,29,blue-collar,single,professional.course,0.7643311964330805
29523,26,admin.,single,high.school,0.7641703018219961
38005,75,retired,married,unknown,0.7634353326681093
36353,32,admin.,married,university.degree,0.7619415619075407
39441,63,technician,married,high.school,0.7617234047150386
28442,26,unemployed,single,university.degree,0.7604552774731185
30209,37,self-employed,single,university.degree,0.7599918620749997
30306,37,self-employed,single,university.degree,0.7599918620749997
30220,27,blue-collar,single,university.degree,0.7599161733704185
40984,44,services,married,high.school,0.7599025647696319
36641,53,blue-collar,married,basic.6y,0.7598910145122764
38811,31,technician,married,unknown,0.7590509317653017
36959,46,admin.,single,university.degree,0.7586786519862843
38814,43,technician,single,university.degree,0.7586569724963469
36184,53,self-employed,married,university.degree,0.7586068586342223
30027,64,retired,married,basic.4y,0.7584286790276977
